sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;industria;fabrica de;robledo;3;7;25/04/2018;7800000.0;microempresarial
masculino;servicio;comidas rapidas;guayabal;2;15;17/11/2017;4000000.0;microempresarial
femenino;comercio;tienda;pedregal;2;6;03/10/2018;2500000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;2;9;08/03/2017;5000000.0;microempresarial
femenino;comercio;cafeteria;belen;2;16;07/12/2017;7000000.0;microempresarial
masculino;comercio;almacen de ropa en;belen;3;16;28/11/2016;4000000.0;microempresarial
femenino;comercio;carniceria;castilla;3;5;16/12/2016;6894000.0;microempresarial
masculino;servicio;variedades;robledo;2;3;20/04/2018;7800000.0;microempresarial
masculino;comercio;variedades;aranjuez;1;4;14/09/2018;3000000.0;microempresarial
femenino;comercio;tienda;olaya herrera;2;7;01/11/2017;5000000.0;microempresarial
masculino;servicio;lavanderia;robledo;2;7;17/04/2018;7800000.0;microempresarial
femenino;comercio;restaurante;robledo;2;7;08/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;22/04/2019;3000000.0;microempresarial
masculino;comercio;panaderia;campo amor;2;15;18/06/2018;7800000.0;microempresarial
femenino;agropecuaria;floristeria;cabecera san cristobal;2;60;03/11/2016;4000000.0;agropecuaria
femenino;servicio;peluqueria;belen;2;16;13/12/2017;7300000.0;microempresarial
femenino;servicio;recreativo educativo;el diamante;2;7;27/03/2019;6000000.0;microempresarial
masculino;comercio;variedades;robledo;1;7;10/05/2016;4100000.0;microempresarial
masculino;servicio;peluqueria;manrique central no1;3;4;28/10/2016;6890000.0;microempresarial
femenino;comercio;tienda;la esperanza no2;1;1;22/02/2019;5000000.0;microempresarial
femenino;comercio;comidas rapidas;enciso;2;8;06/11/2018;1800000.0;microempresarial
femenino;comercio;almacen de ropa en;la milagrosa;2;9;13/09/2017;5000000.0;microempresarial
masculino;comercio;variedades;florencia;3;5;20/12/2016;4000000.0;microempresarial
masculino;industria;mantenimiento en;manrique central no1;3;4;22/05/2018;5000000.0;microempresarial
femenino;comercio;variedades;castilla;3;5;15/01/2018;7800000.0;microempresarial
femenino;servicio;variedades;olaya herrera;1;7;04/09/2018;5000000.0;microempresarial
femenino;industria;fabrica de;san pablo;2;1;04/04/2018;4000000.0;microempresarial
masculino;servicio;lavadero de;robledo;2;7;29/11/2016;6000000.0;microempresarial
femenino;comercio;variedades;el salvador;3;9;05/06/2019;7500000.0;microempresarial
masculino;comercio;licorera;moravia;2;4;04/02/2019;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;loreto;3;9;30/07/2018;5000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;2;60;07/11/2017;3500000.0;microempresarial
femenino;comercio;papeleria;aranjuez;1;4;23/08/2018;7000000.0;microempresarial
femenino;industria;fabrica de;manrique central no2;3;3;26/10/2016;5300000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;28/04/2016;6890000.0;microempresarial
masculino;industria;sembrados;santa elena central;2;90;31/05/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;la loma;2;60;21/03/2018;4000000.0;microempresarial
masculino;comercio;panaderia;la milagrosa;2;9;06/11/2018;7000000.0;microempresarial
femenino;comercio;tienda;la francia;2;2;08/08/2016;3500000.0;microempresarial
masculino;comercio;restaurante;manrique central no1;2;4;03/05/2017;7300000.0;microempresarial
masculino;servicio;barberia;villa del socorro;2;8;12/09/2016;2000000.0;microempresarial
femenino;industria;fabrica de;pedregal;3;6;02/03/2018;7000000.0;microempresarial
femenino;comercio;variedades;carpinelo;1;1;16/05/2017;5000000.0;microempresarial
masculino;industria;fabrica de;popular;2;1;20/04/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;manrique central no1;2;4;25/10/2018;2000000.0;microempresarial
femenino;comercio;cafe e internet;buenos aires;2;9;13/09/2017;7370000.0;microempresarial
femenino;agropecuaria;venta de pollos;cabecera san cristobal;2;60;29/06/2017;7000000.0;agropecuaria
masculino;comercio;almacen de ropa en;santo domingo savio ;2;1;18/10/2016;6500000.0;microempresarial
masculino;agropecuaria;sembrados;santa elena central;2;90;02/08/2016;6000000.0;agropecuaria
femenino;industria;fabrica de;manrique oriental;2;3;21/12/2018;7800000.0;microempresarial
femenino;comercio;taller de mecanica;loreto;3;9;08/03/2017;5000000.0;microempresarial
femenino;industria;fabrica de;belen;3;16;14/02/2017;7370000.0;microempresarial
masculino;comercio;variedades;buenos aires;3;9;07/12/2017;2000000.0;microempresarial
femenino;servicio;variedades;robledo;3;7;08/06/2017;7377000.0;microempresarial
femenino;servicio;criadero de animales;aranjuez;1;4;26/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;2;13;13/06/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;villa niza;1;2;20/09/2017;6000000.0;microempresarial
femenino;industria;fabrica de;boston;3;10;18/09/2017;5000000.0;microempresarial
masculino;servicio;variedades;robledo;2;7;07/02/2018;7000000.0;microempresarial
femenino;servicio;productos de belleza;florencia;3;5;29/01/2019;8200000.0;microempresarial
femenino;comercio;licorera;picachito;2;6;07/07/2017;7377000.0;microempresarial
masculino;servicio;barberia;robledo;1;7;25/05/2018;5000000.0;microempresarial
femenino;comercio;licorera;castilla;3;5;22/05/2019;18218000.0;microempresarial
masculino;industria;fabrica de;castilla;3;5;03/06/2016;4000000.0;microempresarial
femenino;comercio;variedades;prado;3;10;16/05/2018;7800000.0;microempresarial
masculino;servicio;peluqueria;enciso;2;8;17/11/2017;7370000.0;microempresarial
femenino;servicio;peluqueria;belen;2;16;19/03/2019;4000000.0;microempresarial
masculino;comercio;fabrica de ceramica;popular;1;1;21/02/2017;7377000.0;microempresarial
femenino;comercio;productos de belleza;belen;3;16;19/03/2019;5500000.0;microempresarial
femenino;servicio;peluqueria;calasanz;3;12;25/04/2018;7000000.0;microempresarial
femenino;industria;fabrica de;picacho;1;6;18/05/2018;1500000.0;microempresarial
masculino;servicio;mantenimiento en;villa hermosa;3;8;17/11/2017;7370000.0;microempresarial
masculino;industria;almacen de ropa en;barrio caicedo;2;9;08/04/2019;8000000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60;03/03/2017;14700000.0;microempresarial
masculino;industria;fabrica de productos;el chagualo;3;10;18/04/2016;28000000.0;empresarial ed.
masculino;servicio;panaderia;calasanz;3;12;09/11/2016;6000000.0;microempresarial
masculino;servicio;cafe e internet;robledo;2;7;12/04/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7;21/03/2017;7300000.0;microempresarial
femenino;comercio;productos de belleza;robledo;2;7;25/05/2018;7000000.0;microempresarial
femenino;comercio;papeleria;caribe;3;5;07/06/2017;7000000.0;microempresarial
masculino;servicio;barberia;manrique oriental;2;3;18/01/2019;6000000.0;microempresarial
masculino;comercio;comidas rapidas;barrio caicedo;1;9;10/11/2016;3000000.0;microempresarial
femenino;comercio;variedades;blanquizal;1;13;04/01/2019;3500000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;3;9;16/05/2017;4000000.0;microempresarial
masculino;industria;fabrica de;robledo;3;7;03/06/2016;6890000.0;microempresarial
femenino;industria;fabrica de;buenos aires;3;9;01/03/2018;3000000.0;microempresarial
femenino;industria;fabrica de;santa cruz;2;2;06/03/2017;7000000.0;microempresarial
femenino;servicio;mensajeria;campo valdes no1;3;4;28/04/2017;7300000.0;microempresarial
femenino;comercio;almacen de ropa en;pedregal;3;6;23/06/2017;4000000.0;microempresarial
femenino;industria;fabrica de;cabecera san cristobal;3;60;13/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de;santander;2;6;14/03/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;villa niza;2;2;20/11/2018;4000000.0;microempresarial
femenino;comercio;distribuidora de;robledo;2;7;12/10/2017;7300000.0;microempresarial
femenino;comercio;variedades;popular;2;1;10/07/2018;4000000.0;microempresarial
masculino;servicio;organización y;santo domingo savio ;1;1;16/02/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;pedregal;3;6;19/07/2016;3000000.0;microempresarial
masculino;comercio;variedades;la salle;2;3;24/10/2018;7000000.0;microempresarial
femenino;comercio;productos de belleza;alfonso lopez;2;5;19/07/2017;7370000.0;microempresarial
femenino;comercio;tienda;la francia;2;2;22/05/2017;7000000.0;microempresarial
femenino;industria;fabrica de repuestos;las palmas;3;7;20/09/2017;3000000.0;microempresarial
masculino;servicio;taller de electronica;altavista;2;16;01/03/2018;5000000.0;microempresarial
masculino;agropecuaria;floristeria;cabecera san cristobal;3;60;21/03/2017;10000000.0;agropecuaria
femenino;comercio;almacen de ropa en;robledo;2;7;22/09/2017;7300000.0;microempresarial
femenino;industria;fabrica de;guayabal;3;15;27/11/2017;4000000.0;microempresarial
femenino;comercio;variedades;campo valdes no1;2;4;21/01/2019;2000000.0;microempresarial
femenino;servicio;peluqueria;la milagrosa;2;9;07/11/2018;4000000.0;microempresarial
masculino;servicio;peluqueria;doce de octubre no1;2;6;28/12/2017;7300000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;08/06/2016;6000000.0;microempresarial
masculino;servicio;barberia;barrio caicedo;2;9;22/09/2017;7377000.0;microempresarial
femenino;comercio;miscelanea;santander;2;6;09/08/2016;6800000.0;microempresarial
femenino;comercio;almacen de ropa en;antonio nariño;2;13;01/06/2018;7800000.0;microempresarial
masculino;comercio;restaurante;enciso;2;8;25/05/2018;2000000.0;microempresarial
femenino;industria;fabrica de;pedregal;3;6;24/09/2018;5000000.0;microempresarial
femenino;comercio;miscelanea;doce de octubre no1;2;6;25/07/2018;7000000.0;microempresarial
femenino;comercio;lavanderia;moravia;1;60;02/10/2017;7300000.0;microempresarial
femenino;comercio;tienda;san javier no1;1;13;23/08/2016;6500000.0;microempresarial
femenino;comercio;variedades;belen;3;16;02/05/2018;5000000.0;microempresarial
femenino;servicio;barberia;campo valdes no1;3;4;31/01/2018;7812000.0;microempresarial
femenino;servicio;tienda;centro admtivo;3;10;29/09/2016;6000000.0;microempresarial
masculino;comercio;tienda;robledo;3;7;27/07/2018;7000000.0;microempresarial
femenino;servicio;cafe e internet;santo domingo savio ;1;1;06/02/2018;7800000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;9;26/06/2019;8200000.0;microempresarial
femenino;comercio;comidas rapidas;barrio caicedo;2;9;15/11/2016;6890000.0;microempresarial
femenino;comercio;miscelanea;robledo;2;7;14/02/2018;6000000.0;microempresarial
femenino;comercio;tienda;jardin botanico;2;4;25/05/2017;7377000.0;microempresarial
femenino;comercio;tienda;antonio nariño;2;13;06/11/2018;4000000.0;microempresarial
masculino;industria;fabrica de;aranjuez;1;4;06/06/2017;2000000.0;microempresarial
masculino;comercio;variedades;carpinelo;1;1;14/08/2018;5000000.0;microempresarial
femenino;comercio;charcuteria;robledo;3;7;28/10/2016;6890000.0;microempresarial
femenino;comercio;bares;san javier no1;3;13;24/08/2017;7370000.0;microempresarial
femenino;servicio;fabrica de juegos;santo domingo savio ;1;1;20/06/2017;4500000.0;microempresarial
femenino;comercio;fabrica de;castilla;3;5;13/02/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en;juan xxiii la quiebra;2;13;07/02/2017;7300000.0;microempresarial
masculino;comercio;barberia;robledo;2;9;26/04/2016;6890000.0;microempresarial
masculino;comercio;variedades;manrique central no2;2;3;06/01/2017;2000000.0;microempresarial
femenino;comercio;tienda;popular;2;1;16/04/2018;6000000.0;microempresarial
masculino;comercio;almacen de ropa en;villa hermosa;3;8;09/05/2017;3000000.0;microempresarial
femenino;servicio;fabrica de;robledo;2;7;04/08/2017;5500000.0;microempresarial
femenino;servicio;publicidad y;aranjuez;2;4;17/11/2017;7377000.0;microempresarial
masculino;industria;fabrica de;guayabal;3;15;08/08/2018;7800000.0;microempresarial
femenino;comercio;variedades;villa del socorro;2;2;31/05/2018;7000000.0;microempresarial
masculino;comercio;distribuidora de;manrique central no1;2;4;11/10/2018;3000000.0;microempresarial
masculino;comercio;distribuidora de;belen;2;16;24/11/2017;7300000.0;microempresarial
femenino;comercio;comidas rapidas;popular;2;1;23/07/2018;3000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;22/02/2017;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;centro admtivo;3;10;31/10/2017;2000000.0;microempresarial
femenino;industria;fabrica de;campo valdes no1;3;4;10/04/2018;6000000.0;microempresarial
masculino;comercio;almacen de ropa en;centro admtivo;3;10;26/04/2018;3500000.0;microempresarial
femenino;comercio;almacen de ropa en;belalcazar;2;5;08/06/2018;3500000.0;microempresarial
masculino;industria;fabrica de calzado;la milagrosa;3;9;15/01/2019;8281000.0;microempresarial
femenino;comercio;distribuidora de;campo valdes no1;3;4;13/09/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no1;3;4;13/12/2018;7800000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;05/04/2019;4000000.0;microempresarial
femenino;comercio;tienda;belencito;2;13;13/03/2018;7800000.0;microempresarial
masculino;comercio;papeleria;trinidad;3;15;27/12/2017;5000000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;2;6;14/07/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7;24/08/2018;3750000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;13/03/2017;3500000.0;microempresarial
masculino;industria;variedades;cabecera san cristobal;3;60;26/10/2017;7370000.0;microempresarial
femenino;comercio;variedades;enciso;2;8;15/05/2017;1200000.0;microempresarial
femenino;comercio;papeleria;robledo;2;7;04/09/2018;4500000.0;microempresarial
femenino;comercio;tienda;las palmas;3;10;21/02/2018;4400000.0;microempresarial
femenino;comercio;tienda;san javier no1;3;13;01/06/2018;4000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;11/12/2018;6000000.0;microempresarial
femenino;industria;fabrica de;el socorro;2;13;10/05/2018;6000000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;9;28/08/2017;7000000.0;microempresarial
masculino;comercio;publicidad y;santa lucia;3;12;08/11/2016;6800000.0;microempresarial
femenino;comercio;papeleria;aranjuez;1;4;19/10/2017;4000000.0;microempresarial
femenino;industria;fabrica de;popular;1;1;20/04/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;san javier no1;1;13;26/10/2017;7000000.0;microempresarial
femenino;comercio;variedades;manrique oriental;2;3;18/01/2018;2000000.0;microempresarial
masculino;servicio;comidas rapidas;playon de los ;2;2;03/11/2017;2000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;3;5;01/06/2017;7000000.0;microempresarial
masculino;comercio;recreativo educativo;andalucia;1;2;02/08/2017;2500000.0;microempresarial
femenino;comercio;tienda;13 de noviembre;1;8;11/08/2016;6890000.0;microempresarial
femenino;comercio;fabrica de;trinidad;3;15;08/09/2017;7000000.0;microempresarial
femenino;comercio;variedades;aranjuez;2;4;06/02/2019;7500000.0;microempresarial
femenino;agropecuaria;criadero de animales;playon de los ;2;2;13/12/2016;5000000.0;microempresarial
femenino;industria;ferreteria;andalucia;2;2;15/08/2018;7000000.0;microempresarial
femenino;comercio;variedades;robledo;3;7;31/03/2016;6800000.0;microempresarial
masculino;comercio;variedades;santo domingo savio ;2;1;12/07/2017;7000000.0;microempresarial
femenino;comercio;fabrica de helados;robledo;2;7;14/03/2017;7300000.0;microempresarial
masculino;comercio;legumbreria;robledo;3;7;16/05/2017;1500000.0;microempresarial
masculino;industria;fabrica de;andalucia;2;2;18/01/2019;3000000.0;microempresarial
masculino;servicio;mantenimiento en;robledo;1;7;16/03/2018;2000000.0;microempresarial
masculino;comercio;mantenimiento en;andalucia;2;2;06/08/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;cabecera san cristobal;2;60;08/06/2018;1500000.0;microempresarial
masculino;comercio;variedades;robledo;2;7;27/04/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;manrique central no1;2;4;10/08/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no1;3;4;14/03/2018;4000000.0;microempresarial
masculino;industria;fabrica de;buenos aires;3;9;05/06/2017;7370000.0;microempresarial
masculino;servicio;variedades;robledo;2;7;21/07/2017;4000000.0;microempresarial
femenino;comercio;panaderia;san pablo;2;1;24/04/2018;3000000.0;microempresarial
femenino;comercio;fabrica de helados;san javier no1;1;13;16/02/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en;el salvador;3;9;18/10/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;la milagrosa;2;9;07/11/2017;4300000.0;microempresarial
masculino;comercio;cafeteria;aranjuez;2;4;01/02/2018;7300000.0;microempresarial
femenino;comercio;tienda;manrique central no2;2;3;27/06/2016;1500000.0;microempresarial
femenino;comercio;variedades;doce de octubre no1;2;6;17/01/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;campo valdes no1;2;4;23/02/2018;7200000.0;microempresarial
femenino;comercio;tienda;robledo;1;7;07/04/2016;6890000.0;microempresarial
masculino;comercio;deposito de;popular;2;1;11/10/2018;7500000.0;microempresarial
masculino;industria;reciclaje;playon de los ;2;2;19/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de;20 de julio;1;13;14/09/2018;7000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;3;13;05/06/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;aranjuez;2;4;07/03/2017;7300000.0;microempresarial
femenino;servicio;peluqueria;villa guadalupe;2;1;25/07/2018;2000000.0;microempresarial
masculino;comercio;comidas rapidas;manrique central no2;3;3;22/05/2019;1150000.0;microempresarial
femenino;servicio;comidas rapidas;robledo;3;7;07/04/2016;4000000.0;microempresarial
femenino;comercio;tienda;popular;2;1;14/09/2018;6000000.0;microempresarial
femenino;industria;fabrica de;trinidad;3;15;06/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de;antonio nariño;2;13;05/06/2017;2000000.0;microempresarial
femenino;comercio;almacen de ropa en;castilla;2;5;18/10/2018;7800000.0;microempresarial
masculino;comercio;tienda;buenos aires;3;9;22/06/2017;7377000.0;microempresarial
femenino;comercio;fabrica de alimentos;calasanz;2;12;23/04/2019;2000000.0;microempresarial
masculino;agropecuaria;jardineria;cabecera san antonio ;2;80;24/04/2017;4500000.0;microempresarial
masculino;servicio;restaurante;girardot;3;5;06/02/2017;3500000.0;microempresarial
femenino;comercio;comidas rapidas;popular;2;1;24/10/2017;6000000.0;microempresarial
masculino;comercio;almacen de ropa en;cabecera san cristobal;2;60;12/12/2017;2000000.0;microempresarial
masculino;comercio;joyeria;antonio nariño;1;13;29/08/2017;7370000.0;microempresarial
masculino;comercio;fabrica de helados;san javier no1;2;13;28/07/2017;6000000.0;microempresarial
femenino;industria;fabrica de;doce de octubre no1;2;6;13/07/2017;3000000.0;microempresarial
femenino;industria;fabrica de;santa cruz;2;2;02/11/2017;5000000.0;microempresarial
femenino;servicio;barberia;manrique oriental;3;8;28/02/2019;4500000.0;microempresarial
masculino;agropecuaria;criadero de animales;palmitas;2;50;11/12/2018;17000000.0;microempresarial
femenino;industria;fabrica de;el salvador;3;9;13/07/2018;6000000.0;microempresarial
masculino;servicio;comidas rapidas;villa hermosa;3;8;04/05/2016;4800000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;25/08/2017;700000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60;07/03/2018;4500000.0;microempresarial
masculino;comercio;variedades;manrique central no2;1;3;22/02/2018;2000000.0;microempresarial
masculino;comercio;variedades;cabecera san antonio ;2;80;20/02/2018;5000000.0;microempresarial
masculino;comercio;variedades;la milagrosa;2;9;13/12/2016;68900000.0;microempresarial
masculino;industria;carpinteria;popular;2;1;13/02/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;doce de octubre no1;2;6;01/11/2018;780000.0;microempresarial
femenino;comercio;almacen de ropa en;el rodeo;3;15;04/05/2018;5200000.0;microempresarial
femenino;comercio;almacen de ropa en;moravia;2;4;31/05/2018;1200000.0;microempresarial
femenino;industria;fabrica de;san pablo;2;1;16/11/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;enciso;2;8;20/11/2018;3500000.0;microempresarial
femenino;comercio;ferreteria;manrique oriental;2;3;27/07/2018;7800000.0;microempresarial
masculino;servicio;recreativo educativo;boyaca;3;5;22/12/2016;6000000.0;microempresarial
masculino;comercio;variedades;santa cruz;2;2;24/09/2018;7800000.0;microempresarial
femenino;comercio;restaurante;robledo;1;7;07/06/2018;7800000.0;microempresarial
femenino;comercio;variedades;buenos aires;3;9;08/03/2017;7300000.0;microempresarial
femenino;industria;ebanistaria;manrique central no2;1;3;19/12/2016;6000000.0;microempresarial
masculino;servicio;peluqueria;san javier no1;1;13;09/02/2017;2000000.0;microempresarial
femenino;comercio;tienda;robledo;1;7;17/04/2017;7377000.0;microempresarial
masculino;comercio;distribuidora de;cabecera san cristobal;3;60;03/04/2018;7000000.0;microempresarial
femenino;comercio;variedades;popular;2;1;14/06/2017;7000000.0;microempresarial
femenino;comercio;tienda;manrique central no1;2;4;16/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de;el salvador;2;9;22/02/2018;5000000.0;microempresarial
femenino;comercio;bares;moravia;1;4;03/04/2018;6000000.0;microempresarial
masculino;comercio;tienda;la milagrosa;3;9;19/05/2017;7370000.0;microempresarial
masculino;servicio;publicidad y;la milagrosa;3;9;02/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de;playon de los ;2;2;07/12/2016;6890000.0;microempresarial
masculino;comercio;fabrica de alimentos;robledo;3;7;15/05/2018;2000000.0;microempresarial
femenino;industria;fabrica de;doce de octubre no1;2;6;26/09/2016;6890000.0;microempresarial
femenino;industria;fabrica de;eduardo santos;2;13;09/04/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;belalcazar;3;5;11/01/2018;7000000.0;microempresarial
femenino;comercio;variedades;manrique central no2;1;3;09/01/2019;3750000.0;microempresarial
masculino;servicio;criadero de animales;cabecera san antonio ;2;80;02/06/2017;7377000.0;microempresarial
femenino;industria;fabrica de arepas;cabecera san cristobal;3;60;22/08/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;manrique oriental;2;3;30/04/2018;7800000.0;microempresarial
masculino;comercio;fabrica de;manrique central no2;2;3;23/06/2016;6890000.0;microempresarial
masculino;comercio;tienda;robledo;2;7;25/04/2016;3000000.0;microempresarial
masculino;comercio;variedades;moravia;2;4;11/04/2018;5000000.0;microempresarial
femenino;servicio;productos de belleza;robledo;3;7;24/02/2017;7370000.0;microempresarial
masculino;servicio;tienda;picacho;1;6;20/09/2016;6000000.0;microempresarial
femenino;industria;fabrica de;popular;1;1;03/07/2018;7000000.0;microempresarial
masculino;comercio;variedades;trinidad;3;15;25/11/2016;5000000.0;microempresarial
masculino;comercio;legumbreria;popular;2;1;01/08/2018;1000000.0;microempresarial
femenino;comercio;papeleria;cabecera san cristobal;2;60;01/12/2016;5000000.0;microempresarial
femenino;industria;fabrica de;villatina;2;8;30/01/2018;7812000.0;microempresarial
masculino;servicio;publicidad y;belencito;3;13;13/10/2017;7377170.0;microempresarial
masculino;comercio;distribuidora de;campo valdes no1;3;4;23/03/2018;800000.0;microempresarial
femenino;servicio;cafeteria;manrique central no2;3;3;23/02/2016;6800000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;1;7;20/06/2017;7360000.0;microempresarial
femenino;servicio;comidas rapidas;juan xxiii la quiebra;2;13;09/06/2016;6000000.0;microempresarial
masculino;comercio;almacen de ropa en;moravia;2;4;10/05/2017;7000000.0;microempresarial
femenino;industria;fabrica de;robledo;3;7;10/02/2016;689000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;2;80;08/02/2019;7000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;20/04/2018;3000000.0;microempresarial
femenino;servicio;tienda de helados;cabecera san cristobal;1;60;13/09/2017;5000000.0;microempresarial
masculino;servicio;recreativo educativo;cabecera san antonio ;3;80;10/04/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;santa cruz;2;2;17/03/2017;7377000.0;microempresarial
femenino;comercio;almacen de ropa en;enciso;2;8;04/05/2018;2600000.0;microempresarial
masculino;servicio;recreativo educativo;aranjuez;3;4;18/03/2019;7377000.0;microempresarial
femenino;comercio;comidas rapidas;santander;1;6;30/04/2019;4000000.0;microempresarial
femenino;comercio;carniceria;doce de octubre no1;2;6;27/09/2018;7800000.0;microempresarial
femenino;industria;fabrica de;santa monica;3;12;25/02/2019;7500000.0;microempresarial
masculino;servicio;variedades;loreto;3;9;28/05/2018;7500000.0;microempresarial
femenino;servicio;joyeria;robledo;2;7;12/02/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;campo valdes no1;2;4;26/10/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;la libertad;2;8;22/05/2018;7812000.0;microempresarial
masculino;servicio;mantenimiento en;manrique oriental;2;3;17/05/2018;7000000.0;microempresarial
femenino;industria;fabrica de;buenos aires;3;9;06/11/2018;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;robledo;1;7;02/12/2016;4000000.0;microempresarial
femenino;comercio;restaurante;cabecera san antonio ;2;80;06/03/2018;6000000.0;microempresarial
femenino;industria;fabrica de;calasanz;2;12;12/06/2017;7300000.0;microempresarial
femenino;comercio;variedades;aranjuez;3;4;15/11/2017;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;barrio caicedo;1;9;25/10/2018;7000000.0;microempresarial
femenino;comercio;comidas rapidas;naranjal;3;11;31/01/2017;2000000.0;microempresarial
femenino;servicio;papeleria;santa lucia;3;12;15/11/2016;6890000.0;microempresarial
femenino;comercio;comidas rapidas;girardot;3;5;11/07/2017;4000000.0;microempresarial
masculino;servicio;publicidad y;villa hermosa;3;8;25/05/2018;7800000.0;microempresarial
femenino;comercio;variedades;barrio de jesus;3;9;17/06/2016;6890000.0;microempresarial
masculino;industria;fabrica de;santo domingo savio ;1;1;02/11/2017;7000000.0;microempresarial
masculino;comercio;legumbreria;belen;3;16;15/03/2018;4000000.0;microempresarial
masculino;comercio;variedades;enciso;2;8;09/03/2017;7377000.0;microempresarial
femenino;industria;fabrica de;la milagrosa;3;9;08/02/2019;8281000.0;microempresarial
femenino;comercio;papeleria;la francia;2;2;25/07/2017;5000000.0;microempresarial
femenino;comercio;almacen de ropa en;playon de los ;2;2;03/10/2018;7800000.0;microempresarial
masculino;agropecuaria;criadero de animales;cabecera san antonio ;2;80;28/09/2017;14000000.0;fomento agropecuario
masculino;comercio;cafe e internet;popular;2;1;15/11/2017;3000000.0;microempresarial
masculino;comercio;gimnasio;calasanz;2;12;26/04/2017;30000000.0;empresarial ed.
femenino;comercio;comidas rapidas;belen;3;16;09/09/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;san javier no1;2;13;25/07/2018;4000000.0;microempresarial
masculino;industria;fabrica de;villa hermosa;3;8;22/03/2017;5000000.0;microempresarial
femenino;comercio;variedades;la libertad;1;8;19/07/2018;7800000.0;microempresarial
femenino;servicio;barberia;popular;2;1;29/08/2018;7800000.0;microempresarial
femenino;comercio;bares;cabecera san cristobal;2;60;07/11/2017;7300000.0;microempresarial
masculino;industria;fabrica de;el salvador;3;9;11/09/2017;7370000.0;microempresarial
femenino;industria;fabrica de;andalucia;2;2;13/03/2018;7000000.0;microempresarial
masculino;comercio;variedades;san jose de la cima no. ;1;3;20/02/2019;3750000.0;microempresarial
masculino;servicio;peluqueria;juan xxiii la quiebra;1;13;13/12/2018;7800000.0;microempresarial
femenino;comercio;productos de belleza;blanquizal;1;13;06/06/2017;7377000.0;microempresarial
femenino;industria;reciclaje;andalucia;2;2;02/10/2017;22000000.0;juridica y cap.semilla
